Placement,Site Name
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|728x90|Configure|Standard Edition|45300529|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda6|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Brochure|Standard Edition|45301049|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|160x600|Configure|Standard Edition|45298018|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-5|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|728x90|Test Drive|Sport|45300581|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|970x250|Test Drive|Standard Edition|45300531|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda2|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x600|Brochure|Standard Edition|45297698|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|160x600|Brochure|Standard Edition|45300591|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x250|Configure|Standard Edition|45302400|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|300x250|Brochure|Standard Edition|45302400|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk_Gumtree|All|Mazda6|Saloon|Consumer|Inmarket|Prospecting|PMP|Awareness|BAU|320x50|Financial|Standard Edition|45301060|DCM,Gumtree PMP
P2|Mazda|UK|Programmatic|Tradedesk|All|MX-5 RF|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|160x600|Configure|Standard Edition|45283386|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-3|None|Consumer|Inmarket|Prospecting|Audience|Awareness|BAU|300x250|Configure|Sport|45301082|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|Mazda3|None|Consumer|Inmarket|Prospecting|Contextual|Awareness|BAU|300x600|Configure|Standard Edition|45302411|DCM,The Trade Desk
P2|Mazda|UK|Programmatic|Tradedesk|All|CX-5|None|Consumer|Tactical|Prospecting|Contextual|Awareness|BAU|728x90|Brochure|Sport|45300581|DCM,The Trade Desk
